Listing ID,Title,Description,Category,Who made it?,What is it?,When was it made?,Renewal options,Product type,Tags,Materials,Production partners,Section,Price,Quantity,SKU,Variation 1,V1 Option,Variation 2,V2 Option,Var Price,Var Quantity,Var SKU,Var Visibility,Var Photo,Shipping profile,Weight,Length,Width,Height,Return policy,Video 1,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Photo 7,Photo 8,Photo 9,Photo 10
,,,,,,,,,,,,,,,,Ring size,6,Width,6mm,,0,AYTR032-6-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,Width,8mm,,0,AYTR032-8-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,Width,6mm,,0,AYTR032-6-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,Width,8mm,,0,AYTR032-8-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,Width,6mm,,5,AYTR032-6-7,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,Width,8mm,,5,AYTR032-8-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,Width,6mm,,5,AYTR032-6-7.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,Width,8mm,,5,AYTR032-8-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,Width,6mm,,5,AYTR032-6-8,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,Width,8mm,,5,AYTR032-8-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,Width,6mm,,5,AYTR032-6-8.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,Width,8mm,,5,AYTR032-8-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,Width,6mm,,5,AYTR032-6-9,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,Width,8mm,,5,AYTR032-8-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,Width,6mm,,5,AYTR032-6-9.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,Width,8mm,,5,AYTR032-8-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,Width,6mm,,5,AYTR032-6-10,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,Width,8mm,,5,AYTR032-8-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,Width,6mm,,5,AYTR032-6-10.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,Width,8mm,,5,AYTR032-8-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,Width,6mm,,5,AYTR032-6-11,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,Width,8mm,,5,AYTR032-8-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,Width,6mm,,5,AYTR032-6-11.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,Width,8mm,,5,AYTR032-8-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,Width,6mm,,5,AYTR032-6-12,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,Width,8mm,,5,AYTR032-8-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,6mm,,5,AYTR032-6-12.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,8mm,,5,AYTR032-8-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,6mm,,5,AYTR032-6-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,8mm,,5,AYTR032-8-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,6mm,,0,AYTR032-6-14,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,8mm,,0,AYTR032-8-14,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,6mm,,0,AYTR032-6-15,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,8mm,,0,AYTR032-8-15,Off,,,,,,,,,,,,,,,,,,
4512055960,"Tungsten Wedding Band for Men, 8mm Black Mens Tungsten Ring Opal Inlay, Personalized Engraved Ring, Comfort Fit","The TIDAL is a engraved tungsten carbide men's wedding band, 8mm wide, with a hand-hammered polished black tungsten flat body carrying an engineered blue opal inlay running the full circumference across one channel. Built comfort-fit, inside-laser-engravable, and backed by our lifetime warrant...

**Key Features:**
• Material: Tungsten Carbide, Opal
• Color: Black, Blue
• Available widths: 8mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Aydins Lifetime Warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Engagement Rings,I did,A finished product,2020 - 2026,Automatic,Physical,"tungsten ring,mens wedding band,mens wedding ring,mens tungsten ring,mens tungsten band,personalized ring,engraved ring,tungsten band,mens ring,wedding band men,comfort fit ring,black tungsten ring,opal ring mens","Tungsten Carbide,Opal,Titanium,Gold",,Black Wedding Bands,169.00,10,,Width,8mm,Ring size,7,169.00,10,JDTR1133-8-7,On,,All Shipping,,,,,No policy,,https://i.etsystatic.com/13201508/r/il/0051f0/8066877112/il_fullxfull.8066877112_5qlt.jpg,https://i.etsystatic.com/13201508/r/il/3440e1/8066877206/il_fullxfull.8066877206_159h.jpg,https://i.etsystatic.com/13201508/r/il/761f39/8114798455/il_fullxfull.8114798455_7f6k.jpg,https://i.etsystatic.com/13201508/r/il/36845c/8114798511/il_fullxfull.8114798511_60py.jpg,https://i.etsystatic.com/13201508/r/il/2e522f/8066877398/il_fullxfull.8066877398_3lt2.jpg,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,7.5,169.00,10,JDTR1133-8-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,8,169.00,10,JDTR1133-8-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,8.5,169.00,10,JDTR1133-8-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,9,169.00,10,JDTR1133-8-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,9.5,169.00,10,JDTR1133-8-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,10,169.00,10,JDTR1133-8-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,10.5,169.00,10,JDTR1133-8-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,11,169.00,10,JDTR1133-8-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,11.5,169.00,10,JDTR1133-8-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,12,169.00,10,JDTR1133-8-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,12.5,169.00,10,JDTR1133-8-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,13,169.00,10,JDTR1133-8-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,14,169.00,10,JDTR1133-8-14,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,15,169.00,10,JDTR1133-8-15,On,,,,,,,,,,,,,,,,,,
4512055964,"Tungsten Wedding Band for Men, 8mm Black Mens Tungsten Ring Meteorite Inlay, Personalized Engraved Ring, Comfort Fit","The LYRIC is a engraved tungsten carbide men's wedding band, 8mm wide, with a polished black tungsten domed body carrying a triple inlay of warm tan natural cork, imitation meteorite, and a continuous guitar-string wire running the full circumference across the crown. Built comfort-fit, inside...

**Key Features:**
• Material: Tungsten Carbide, Meteorite
• Color: Black
• Available widths: 8mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Aydins Lifetime Warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Engagement Rings,I did,A finished product,2020 - 2026,Automatic,Physical,"tungsten ring,mens wedding band,mens wedding ring,mens tungsten ring,mens tungsten band,personalized ring,engraved ring,tungsten band,mens ring,wedding band men,comfort fit ring,black tungsten ring,meteorite ring","Tungsten Carbide,Meteorite,Titanium,Gold,Silver",,Black Wedding Bands,169.00,10,,Width,8mm,Size,7,169.00,10,JDTR1150-8-7,On,,All Shipping,,,,,No policy,,https://i.etsystatic.com/13201508/r/il/891f0f/8114798341/il_fullxfull.8114798341_ou08.jpg,https://i.etsystatic.com/13201508/r/il/749132/8066877228/il_fullxfull.8066877228_7jjy.jpg,https://i.etsystatic.com/13201508/r/il/31a6cd/8114798471/il_fullxfull.8114798471_8cyr.jpg,https://i.etsystatic.com/13201508/r/il/5d6579/8114798531/il_fullxfull.8114798531_shgv.jpg,https://i.etsystatic.com/13201508/r/il/dbbf5c/8114798577/il_fullxfull.8114798577_dl2n.jpg,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Size,7.5,169.00,10,JDTR1150-8-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Size,8,169.00,10,JDTR1150-8-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Size,8.5,169.00,10,JDTR1150-8-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Size,9,169.00,10,JDTR1150-8-9,On,,,,,,,,,,,,,,,,,,
